Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,75976,9/8/2022,-0.274709265,-0.214975877,-0.185354607,21,100
Market-Adjusted Model,75985,9/8/2022,-0.156249945,-0.061726364,-0.066895286,21,100
Market-Adjusted Model,76038,9/8/2022,0.001796103,0.110199467,0.091150762,21,100
Market-Adjusted Model,76052,9/8/2022,-0.027863725,0.069643973,0.061490933,21,100
Market-Adjusted Model,76076,9/8/2022,-0.132039617,-0.047745569,-0.042684959,21,100
Market-Adjusted Model,76081,9/8/2022,-0.191051302,-0.112063285,-0.101696644,21,100
Market-Adjusted Model,76082,9/8/2022,-0.074892723,0.022505507,0.014461936,21,100
Market-Adjusted Model,76083,9/8/2022,-0.094825171,-0.005420745,-0.005470513,21,100
Market-Adjusted Model,76095,9/8/2022,-0.09691825,-0.007762477,-0.007563592,21,100
Market-Adjusted Model,76118,9/8/2022,-0.100253802,-0.01153387,-0.010899144,21,100
Market-Adjusted Model,76119,9/8/2022,-0.063862905,0.026525602,0.025491754,21,100
Market-Adjusted Model,76123,9/8/2022,-0.177431543,-0.098608151,-0.088076884,21,100
Market-Adjusted Model,76127,9/8/2022,-0.063106795,0.041179475,0.026247864,21,100
Market-Adjusted Model,76128,9/8/2022,-0.175855959,-0.088790278,-0.086501301,21,100
Market-Adjusted Model,76135,9/8/2022,-0.095345856,-0.004394891,-0.005991197,21,100
Market-Adjusted Model,76136,9/8/2022,-0.05180801,0.041463242,0.037546649,21,100
Market-Adjusted Model,76185,9/8/2022,-0.115652779,-0.027517469,-0.02629812,21,100
Market-Adjusted Model,76221,9/8/2022,-0.09410802,-0.001462285,-0.004753362,21,100
Market-Adjusted Model,76224,9/8/2022,-0.084237164,0.006566781,0.005117494,21,100
Market-Adjusted Model,76226,9/8/2022,-0.138836552,-0.048336383,-0.049481894,21,100
Market-Adjusted Model,76230,9/8/2022,-0.151881694,-0.068292625,-0.062527036,21,100
Market-Adjusted Model,76261,9/8/2022,-0.112291453,-0.025594667,-0.022936795,21,100
Market-Adjusted Model,76266,9/8/2022,-0.037009324,0.055653977,0.052345335,21,100
Market-Adjusted Model,76273,9/8/2022,-0.027160527,0.064590678,0.062194131,21,100
Market-Adjusted Model,76274,9/8/2022,-0.196769481,-0.123704251,-0.107414823,21,100
Market-Adjusted Model,76279,9/8/2022,-0.259896692,-0.202277041,-0.170542033,21,100
Market-Adjusted Model,76282,9/8/2022,-0.142845709,-0.05850386,-0.053491051,21,100
Market-Adjusted Model,76360,9/8/2022,-0.192710152,-0.113664995,-0.103355494,21,100
Market-Adjusted Model,76392,9/8/2022,-0.074169264,0.017904097,0.015185395,21,100
Market-Adjusted Model,76398,9/8/2022,-0.036908842,0.061584228,0.052445816,21,100
Market-Adjusted Model,76461,9/8/2022,-0.407551362,-0.34347636,-0.318196703,21,100
Market-Adjusted Model,76478,9/8/2022,-0.098275537,-0.009303449,-0.008920878,21,100
Market-Adjusted Model,76504,9/8/2022,-0.046125669,0.045893265,0.043228989,21,100
Market-Adjusted Model,76529,9/8/2022,0.05636125,0.146730695,0.145715909,21,100
Market-Adjusted Model,76558,9/8/2022,-0.096477749,-0.00831146,-0.00712309,21,100
Market-Adjusted Model,76572,9/8/2022,-0.089385377,-0.002023156,-0.000030718,21,100
Market-Adjusted Model,76573,9/8/2022,-0.122158075,-0.036101705,-0.032803417,21,100
Market-Adjusted Model,76582,9/8/2022,-0.156485883,-0.075836408,-0.067131224,21,100
Market-Adjusted Model,76591,9/8/2022,-0.129261425,-0.041471156,-0.039906766,21,100
Market-Adjusted Model,76592,9/8/2022,-0.058273137,0.032267087,0.031081522,21,100
Market-Adjusted Model,76605,9/8/2022,-0.091141614,-0.001517362,-0.001786956,21,100
Market-Adjusted Model,76614,9/8/2022,0.142283335,0.243100092,0.231637994,21,100
Market-Adjusted Model,76644,9/8/2022,-0.15391229,-0.056362848,-0.064557632,21,100
Market-Adjusted Model,76655,9/8/2022,-0.094018719,-0.005957096,-0.004664061,21,100
Market-Adjusted Model,76661,9/8/2022,0.025307814,0.123992979,0.114662473,21,100
Market-Adjusted Model,76672,9/8/2022,-0.1783054,-0.096111382,-0.088950741,21,100
Market-Adjusted Model,76684,9/8/2022,-0.023855394,0.070396942,0.065499265,21,100
Market-Adjusted Model,76686,9/8/2022,-0.14074073,-0.053385102,-0.051386072,21,100
Market-Adjusted Model,76708,9/8/2022,-0.082887023,0.009669999,0.006467635,21,100
Market-Adjusted Model,76709,9/8/2022,-0.086380362,0.007610967,0.002974296,21,100
Market-Adjusted Model,76711,9/8/2022,-0.319782593,-0.248284565,-0.230427934,21,100
Market-Adjusted Model,76712,9/8/2022,0.008867444,0.104008633,0.098222103,21,100
Market-Adjusted Model,76721,9/8/2022,-0.105318229,-0.017339345,-0.01596357,21,100
Market-Adjusted Model,76732,9/8/2022,-0.10058185,-0.00423732,-0.011227192,21,100
Market-Adjusted Model,76736,9/8/2022,-0.097952652,-0.009160466,-0.008597993,21,100
Market-Adjusted Model,76744,9/8/2022,0.000314401,0.095109489,0.089669059,21,100
Market-Adjusted Model,76750,9/8/2022,-0.096800608,-0.006727132,-0.00744595,21,100
Market-Adjusted Model,76752,9/8/2022,-0.12140985,-0.034189591,-0.032055191,21,100
Market-Adjusted Model,76795,9/8/2022,-0.13896334,-0.049959429,-0.049608681,21,100
Market-Adjusted Model,76798,9/8/2022,-0.102649034,-0.014406855,-0.013294376,21,100
Market-Adjusted Model,76804,9/8/2022,-0.113095238,-0.025693709,-0.02374058,21,100
Market-Adjusted Model,76837,9/8/2022,-0.016673313,0.077185908,0.072681345,21,100
Market-Adjusted Model,76838,9/8/2022,-0.068253275,0.022705574,0.021101383,21,100
Market-Adjusted Model,76839,9/8/2022,-0.275291992,-0.223129617,-0.185937333,21,100
Market-Adjusted Model,76841,9/8/2022,-0.010798295,0.084146323,0.078556363,21,100
Market-Adjusted Model,76856,9/8/2022,0.026742793,0.121189046,0.116097451,21,100
Market-Adjusted Model,76868,9/8/2022,-0.079040706,0.014062273,0.010313953,21,100
Market-Adjusted Model,76869,9/8/2022,-0.19819822,-0.118064818,-0.108843562,21,100
Market-Adjusted Model,76892,9/8/2022,-0.020790287,0.07236586,0.068564372,21,100
Market-Adjusted Model,76908,9/8/2022,-0.196081917,-0.097314451,-0.106727258,21,100
Market-Adjusted Model,76927,9/8/2022,-0.132923585,-0.047308643,-0.043568926,21,100
Market-Adjusted Model,76928,9/8/2022,0.050285308,0.154100152,0.139639966,21,100
Market-Adjusted Model,76932,9/8/2022,-0.08348585,0.00648123,0.005868809,21,100
Market-Adjusted Model,76934,9/8/2022,-0.216049426,-0.143303284,-0.126694768,21,100
Market-Adjusted Model,76946,9/8/2022,-0.064966675,0.027370388,0.024387984,21,100
Market-Adjusted Model,76948,9/8/2022,-0.093256798,-0.005443524,-0.003902139,21,100
Market-Adjusted Model,76963,9/8/2022,-0.446718715,-0.473128413,-0.357364057,21,100
Market-Adjusted Model,77007,9/8/2022,-0.417885435,-0.405328262,-0.328530777,21,100
Market-Adjusted Model,77037,9/8/2022,-0.162015647,-0.078996958,-0.072660989,21,100
Market-Adjusted Model,77057,9/8/2022,-0.078603949,0.011289413,0.01075071,21,100
Market-Adjusted Model,77071,9/8/2022,-0.059196244,0.030592088,0.030158414,21,100
Market-Adjusted Model,77078,9/8/2022,-0.11144777,-0.023324547,-0.022093111,21,100
Market-Adjusted Model,77090,9/8/2022,-0.131909537,-0.046250254,-0.042554879,21,100
Market-Adjusted Model,77114,9/8/2022,-0.17653828,-0.093135298,-0.087183621,21,100
Market-Adjusted Model,77117,9/8/2022,-0.145614974,-0.06014134,-0.056260315,21,100
Market-Adjusted Model,77120,9/8/2022,-0.0081895,0.084593331,0.081165158,21,100
Market-Adjusted Model,77124,9/8/2022,-0.052203355,0.037835028,0.037151304,21,100
Market-Adjusted Model,77129,9/8/2022,-0.118985005,-0.031729745,-0.029630347,21,100
Market-Adjusted Model,77131,9/8/2022,-0.096657931,-0.010056183,-0.007303272,21,100
Market-Adjusted Model,77152,9/8/2022,-0.103560415,-0.017837495,-0.014205756,21,100
Market-Adjusted Model,77157,9/8/2022,-0.111189297,-0.018098427,-0.021834638,21,100
Market-Adjusted Model,77165,9/8/2022,0.071852925,0.17146607,0.161207584,21,100
Market-Adjusted Model,77175,9/8/2022,-0.122410563,-0.022348421,-0.033055905,21,100
Market-Adjusted Model,77178,9/8/2022,-0.116107934,-0.026716823,-0.026753275,21,100
Market-Adjusted Model,77182,9/8/2022,-0.017859636,0.076772312,0.071495023,21,100
Market-Adjusted Model,77191,9/8/2022,-0.100676345,-0.012042475,-0.011321686,21,100
Market-Adjusted Model,77202,9/8/2022,-0.220735817,-0.141902502,-0.131381159,21,100
Market-Adjusted Model,77217,9/8/2022,-0.0262097,0.066611812,0.063144958,21,100
Market-Adjusted Model,77235,9/8/2022,-0.068965535,0.024952557,0.020389123,21,100
Market-Adjusted Model,77236,9/8/2022,-0.140920883,-0.047709907,-0.051566224,21,100
Market-Adjusted Model,77239,9/8/2022,-0.060113425,0.031864351,0.029241233,21,100
Market-Adjusted Model,77259,9/8/2022,-0.254390252,-0.187681756,-0.165035593,21,100
Market-Adjusted Model,77274,9/8/2022,0.012628904,0.106778256,0.101983562,21,100
Market-Adjusted Model,77300,9/8/2022,-0.31022974,-0.270039146,-0.220875082,21,100
Market-Adjusted Model,77309,9/8/2022,-0.083503068,0.004539864,0.00585159,21,100
Market-Adjusted Model,77316,9/8/2022,-0.086453426,0.00110042,0.002901233,21,100
Market-Adjusted Model,77338,9/8/2022,-0.098768993,-0.010425069,-0.009414335,21,100
Market-Adjusted Model,77354,9/8/2022,-0.097467796,-0.008563934,-0.008113138,21,100
Market-Adjusted Model,77357,9/8/2022,-0.144930357,-0.062114131,-0.055575699,21,100
Market-Adjusted Model,77366,9/8/2022,-0.11856338,-0.028768764,-0.029208722,21,100
Market-Adjusted Model,77369,9/8/2022,-0.08001544,0.06000091,0.009339218,21,100
Market-Adjusted Model,77377,9/8/2022,-0.080354994,0.007631406,0.008999664,21,100
Market-Adjusted Model,77379,9/8/2022,-0.010593218,0.080965758,0.07876144,21,100
Market-Adjusted Model,77393,9/8/2022,-0.18620696,-0.108788606,-0.096852301,21,100
Market-Adjusted Model,77415,9/8/2022,-0.015781193,0.076300613,0.073573466,21,100
Market-Adjusted Model,77425,9/8/2022,0.014390753,0.053041596,0.054505972,15,100
Market-Adjusted Model,77437,9/8/2022,0.02242988,0.12255707,0.111784539,21,100
Market-Adjusted Model,77447,9/8/2022,-0.053034478,0.041307474,0.03632018,21,100
Market-Adjusted Model,77453,9/8/2022,-0.100481788,0.000459908,-0.01112713,21,100
Market-Adjusted Model,77458,9/8/2022,-0.036053085,0.054910797,0.053301574,21,100
Market-Adjusted Model,77460,9/8/2022,-0.027906617,0.06311018,0.061448042,21,100
Market-Adjusted Model,77462,9/8/2022,-0.174521183,-0.093065682,-0.085166525,21,100
Market-Adjusted Model,77469,9/8/2022,-0.085784478,0.002049078,0.003570181,21,100
Market-Adjusted Model,77470,9/8/2022,-0.025513239,0.065886452,0.063841419,21,100
Market-Adjusted Model,77488,9/8/2022,-0.015100697,0.079632375,0.074253962,21,100
Market-Adjusted Model,77496,9/8/2022,-0.166327347,-0.082410294,-0.076972688,21,100
Market-Adjusted Model,77505,9/8/2022,-0.014625214,0.082387918,0.074729445,21,100
Market-Adjusted Model,77515,9/8/2022,-0.237762188,-0.164495407,-0.148407529,21,100
Market-Adjusted Model,77519,9/8/2022,-0.021606637,0.070191229,0.067748022,21,100
Market-Adjusted Model,77520,9/8/2022,-0.087180425,0.005438418,0.002174233,21,100
Market-Adjusted Model,77526,9/8/2022,-0.010289979,0.082476761,0.07906468,21,100
Market-Adjusted Model,77528,9/8/2022,-0.011950869,0.08020678,0.07740379,21,100
Market-Adjusted Model,77548,9/8/2022,-0.097681013,-0.011129482,-0.008326354,21,100
Market-Adjusted Model,77569,9/8/2022,-0.250588329,-0.190961203,-0.161233671,21,100
Market-Adjusted Model,77570,9/8/2022,0.141592905,0.243397706,0.230947563,21,100
Market-Adjusted Model,77573,9/8/2022,-0.083791839,0.006296959,0.00556282,21,100
Market-Adjusted Model,77584,9/8/2022,-0.038177003,0.057011232,0.051177656,21,100
Market-Adjusted Model,77591,9/8/2022,-0.085485752,0.002199696,0.003868906,21,100
Market-Adjusted Model,77595,9/8/2022,-0.197768716,-0.122404183,-0.108414057,21,100
Market-Adjusted Model,77605,9/8/2022,-0.038179182,0.054790397,0.051175477,21,100
Market-Adjusted Model,77606,9/8/2022,-0.049394263,0.050821111,0.039960396,21,100
Market-Adjusted Model,77610,9/8/2022,-0.144903077,-0.056331573,-0.055548419,21,100
Market-Adjusted Model,77624,9/8/2022,-0.010989063,0.115598617,0.078365596,21,100
Market-Adjusted Model,77629,9/8/2022,-0.079549627,0.01160991,0.009805032,21,100
Market-Adjusted Model,77637,9/8/2022,-0.099724112,-0.010584377,-0.010369454,21,100
Market-Adjusted Model,77638,9/8/2022,-0.091481838,-0.004288213,-0.00212718,21,100
Market-Adjusted Model,77643,9/8/2022,-0.082191832,0.008013191,0.007162827,21,100
Market-Adjusted Model,77649,9/8/2022,-0.126283943,-0.039028109,-0.036929284,21,100
Market-Adjusted Model,77659,9/8/2022,-0.192482887,-0.001894546,-0.103128228,21,100
Market-Adjusted Model,77660,9/8/2022,-0.189706878,-0.112863464,-0.10035222,21,100
Market-Adjusted Model,77661,9/8/2022,-0.026214712,0.070089152,0.063139947,21,100
Market-Adjusted Model,77679,9/8/2022,-0.027166888,0.067466334,0.062187771,21,100
Market-Adjusted Model,77692,9/8/2022,-0.031270554,0.059763751,0.058084105,21,100
Market-Adjusted Model,77693,9/8/2022,-0.04207691,0.048390118,0.047277749,21,100
Market-Adjusted Model,77699,9/8/2022,-0.065326622,0.049611044,0.024028036,21,100
Market-Adjusted Model,77702,9/8/2022,0.000118016,0.097059016,0.089472675,21,100
Market-Adjusted Model,77729,9/8/2022,-0.155172404,-0.069366557,-0.065817745,21,100
Market-Adjusted Model,77730,9/8/2022,-0.105056583,-0.018369276,-0.015701925,21,100
Market-Adjusted Model,77735,9/8/2022,-0.206153631,-0.131017203,-0.116798972,21,100
Market-Adjusted Model,77776,9/8/2022,-0.088078956,0.002292423,0.001275703,21,100
Market-Adjusted Model,77780,9/8/2022,-0.108578121,-0.019779897,-0.019223463,21,100
Market-Adjusted Model,77785,9/8/2022,-0.193096058,-0.116135354,-0.1037414,21,100
Market-Adjusted Model,77790,9/8/2022,-0.099948654,-0.000601698,-0.010593996,21,100
Market-Adjusted Model,77806,9/8/2022,-0.099370384,-0.012930335,-0.010015725,21,100
Market-Adjusted Model,77818,9/8/2022,-0.076873338,0.01158549,0.01248132,21,100
Market-Adjusted Model,77857,9/8/2022,-0.0529394,0.039623915,0.036415258,21,100
Market-Adjusted Model,77860,9/8/2022,-0.109013813,-0.022785425,-0.019659154,21,100
Market-Adjusted Model,77878,9/8/2022,-0.100426835,-0.013031556,-0.011072176,21,100
Market-Adjusted Model,77889,9/8/2022,-0.08889482,-0.000192273,0.000459839,21,100
Market-Adjusted Model,77895,9/8/2022,-0.140096601,-0.053823134,-0.050741943,21,100
Market-Adjusted Model,77900,9/8/2022,,,,21,85
Market-Adjusted Model,77902,9/8/2022,-0.092777077,0.004969251,-0.003422418,21,100
Market-Adjusted Model,77910,9/8/2022,-0.034946211,0.055801614,0.054408447,21,100
Market-Adjusted Model,77917,9/8/2022,-0.106515303,-0.017247233,-0.017160644,21,100
Market-Adjusted Model,77918,9/8/2022,-0.155015884,-0.073268604,-0.065661225,21,100
Market-Adjusted Model,77920,9/8/2022,0.071377587,0.162740719,0.160732245,21,100
Market-Adjusted Model,77925,9/8/2022,-0.115100475,-0.029852495,-0.025745817,21,100
Market-Adjusted Model,77928,9/8/2022,-0.089072567,0.002856018,0.000282092,21,100
Market-Adjusted Model,77973,9/8/2022,-0.159159152,-0.047431958,-0.069804493,21,100
Market-Adjusted Model,78002,9/8/2022,-0.19148935,-0.112862101,-0.102134691,21,100
Market-Adjusted Model,78003,9/8/2022,-0.202365299,-0.111738217,-0.11301064,21,100
Market-Adjusted Model,78015,9/8/2022,-0.156289501,-0.07005351,-0.066934842,21,100
Market-Adjusted Model,78018,9/8/2022,-0.258814688,-0.193459034,-0.169460029,21,100
Market-Adjusted Model,78034,9/8/2022,-0.123711355,-0.035263822,-0.034356697,21,100
Market-Adjusted Model,78038,9/8/2022,-0.116341065,-0.029960106,-0.026986407,21,100
Market-Adjusted Model,78044,9/8/2022,-0.190063076,-0.114323871,-0.100708417,21,100
Market-Adjusted Model,78045,9/8/2022,-0.11332884,-0.023574925,-0.023974182,21,100
Market-Adjusted Model,78054,9/8/2022,0.03196714,0.138045693,0.121321799,21,100
Market-Adjusted Model,78059,9/8/2022,-0.063880002,0.025329771,0.025474657,21,100
Market-Adjusted Model,78061,9/8/2022,-0.096080835,-0.009199969,-0.006726176,21,100
Market-Adjusted Model,78066,9/8/2022,-0.37821013,-0.353247069,-0.288855471,21,100
Market-Adjusted Model,78071,9/8/2022,-0.302564109,-0.247758448,-0.213209451,21,100
Market-Adjusted Model,78077,9/8/2022,-0.111787034,-0.023437427,-0.022432375,21,100
Market-Adjusted Model,78081,9/8/2022,-0.197755654,-0.122465222,-0.108400995,21,100
Market-Adjusted Model,78091,9/8/2022,-0.131599688,-0.037644392,-0.042245029,21,100
Market-Adjusted Model,78107,9/8/2022,-0.067662871,0.02183955,0.021691788,21,100
Market-Adjusted Model,78170,9/8/2022,-0.119574881,-0.027165868,-0.030220223,21,100
Market-Adjusted Model,78189,9/8/2022,-0.144981448,-0.055099381,-0.055626789,21,100
Market-Adjusted Model,78211,9/8/2022,-0.052980162,0.039157915,0.036374497,21,100
Market-Adjusted Model,78213,9/8/2022,-0.010141927,0.093045534,0.079212732,21,100
Market-Adjusted Model,78223,9/8/2022,-0.076101807,0.018000352,0.013252851,21,100
Market-Adjusted Model,78236,9/8/2022,-0.115178797,-0.023992393,-0.025824138,21,100
Market-Adjusted Model,78405,9/8/2022,-0.070493258,0.01968033,0.018861401,21,100
Market-Adjusted Model,78418,9/8/2022,-0.079207943,0.018115951,0.010146716,21,100
Market-Adjusted Model,78447,9/8/2022,-0.09154113,0.005244314,-0.002186471,21,100
Market-Adjusted Model,78451,9/8/2022,-0.1128811,-0.01216221,-0.023526442,21,100
Market-Adjusted Model,78569,9/8/2022,0.000968075,0.101000637,0.090322733,21,100
Market-Adjusted Model,78629,9/8/2022,0.022764201,0.120618307,0.11211886,21,100
Market-Adjusted Model,78664,9/8/2022,-0.185294064,-0.106333583,-0.095939406,21,100
Market-Adjusted Model,78693,9/8/2022,0.025283618,0.117576203,0.114638276,21,100
Market-Adjusted Model,78705,9/8/2022,-0.291169453,-0.23405466,-0.201814794,21,100
Market-Adjusted Model,78749,9/8/2022,-0.210620555,-0.127950121,-0.121265896,21,100
Market-Adjusted Model,78756,9/8/2022,-0.024079329,0.070229656,0.06527533,21,100
Market-Adjusted Model,78759,9/8/2022,-0.074826742,0.016886555,0.014527917,21,100
Market-Adjusted Model,78763,9/8/2022,-0.077195479,0.015009461,0.01215918,21,100
Market-Adjusted Model,78829,9/8/2022,-0.036762701,0.055611865,0.052591958,21,100
Market-Adjusted Model,78840,9/8/2022,-0.146611355,-0.057475035,-0.057256697,21,100
Market-Adjusted Model,78841,9/8/2022,-0.127134741,-0.035141777,-0.037780082,21,100
Market-Adjusted Model,78854,9/8/2022,-0.087460677,5.64254E-05,0.001893981,21,100
Market-Adjusted Model,78875,9/8/2022,-0.019374983,0.080681042,0.069979676,21,100
Market-Adjusted Model,78876,9/8/2022,-0.158708499,-0.072697756,-0.069353841,21,100
Market-Adjusted Model,78900,9/8/2022,0.011338603,0.104833784,0.100693262,21,100
Market-Adjusted Model,78903,9/8/2022,-0.050176889,0.041078028,0.03917777,21,100
Market-Adjusted Model,78908,9/8/2022,-0.198375659,-0.118543901,-0.109021001,21,100
Market-Adjusted Model,78915,9/8/2022,-0.192095208,-0.113794448,-0.102740549,21,100
Market-Adjusted Model,78927,9/8/2022,-0.153784455,-0.070959418,-0.064429797,21,100
Market-Adjusted Model,78936,9/8/2022,-0.132248524,-0.048801104,-0.042893866,21,100
Market-Adjusted Model,78943,9/8/2022,-0.085218124,0.00248221,0.004136535,21,100
Market-Adjusted Model,78947,9/8/2022,-0.07418121,0.015883435,0.015173448,21,100
Market-Adjusted Model,78950,9/8/2022,-0.083855498,0.006200969,0.005499161,21,100
Market-Adjusted Model,78955,9/8/2022,-0.139116821,-0.039930448,-0.049762163,21,100
Market-Adjusted Model,78960,9/8/2022,-0.181016435,-0.09877523,-0.091661777,21,100
Market-Adjusted Model,78963,9/8/2022,-0.293777103,-0.236353085,-0.204422444,21,100
Market-Adjusted Model,78971,9/8/2022,-0.196480956,-0.123702331,-0.107126297,21,100
Market-Adjusted Model,78975,9/8/2022,-0.117559403,-0.027776352,-0.028204745,21,100
Market-Adjusted Model,78981,9/8/2022,-0.066566294,0.025514046,0.022788365,21,100
Market-Adjusted Model,78985,9/8/2022,-0.102438995,-0.008412908,-0.013084337,21,100
Market-Adjusted Model,78987,9/8/2022,-0.084056728,0.010512012,0.00529793,21,100
Market-Adjusted Model,78988,9/8/2022,-0.098265938,0.000589918,-0.00891128,21,100
Market-Adjusted Model,79007,9/8/2022,-0.148342769,-0.054604138,-0.05898811,21,100
Market-Adjusted Model,79013,9/8/2022,0.008230624,0.100957046,0.097585282,21,100
Market-Adjusted Model,79019,9/8/2022,0.103398652,0.206412688,0.192753311,21,100
Market-Adjusted Model,79022,9/8/2022,-0.389261728,-0.377272717,-0.299907069,21,100
Market-Adjusted Model,79026,9/8/2022,-0.117703433,-0.027945874,-0.028348774,21,100
Market-Adjusted Model,79033,9/8/2022,-0.029473688,0.06797885,0.059880971,21,100
Market-Adjusted Model,79036,9/8/2022,-0.07653177,0.012937371,0.012822889,21,100
Market-Adjusted Model,79037,9/8/2022,-0.113591082,-0.025382277,-0.024236424,21,100
Market-Adjusted Model,79039,9/8/2022,-0.225201046,-0.147012874,-0.135846387,21,100
Market-Adjusted Model,79049,9/8/2022,-0.05827361,0.031172221,0.031081048,21,100
Market-Adjusted Model,79052,9/8/2022,-0.064456026,0.027096288,0.024898633,21,100
Market-Adjusted Model,79057,9/8/2022,-0.073481817,0.016399584,0.015872842,21,100
Market-Adjusted Model,79066,9/8/2022,-0.37878787,-0.353445375,-0.289433211,21,100
Market-Adjusted Model,79072,9/8/2022,-0.147942761,-0.064904452,-0.058588103,21,100
Market-Adjusted Model,79089,9/8/2022,-0.153191444,-0.048744717,-0.063836785,21,100
Market-Adjusted Model,79094,9/8/2022,-0.072510473,0.019669043,0.016844186,21,100
Market-Adjusted Model,79103,9/8/2022,-0.036842653,0.055453628,0.052512005,21,100
Market-Adjusted Model,79108,9/8/2022,-0.073514816,0.017677738,0.015839843,21,100
Market-Adjusted Model,79116,9/8/2022,-0.010398604,0.081865565,0.078956055,21,100
Market-Adjusted Model,79122,9/8/2022,-0.170370384,-0.083101914,-0.081015726,21,100
Market-Adjusted Model,79133,9/8/2022,-0.082046936,0.009029509,0.007307722,21,100
Market-Adjusted Model,79139,9/8/2022,-0.090978248,-0.003734732,-0.001623589,21,100
Market-Adjusted Model,79145,9/8/2022,0.206365535,0.291395048,0.295720193,21,100
Market-Adjusted Model,79150,9/8/2022,0.020443643,0.116026112,0.109798302,21,100
Market-Adjusted Model,79166,9/8/2022,-0.006892951,0.085222425,0.082461708,21,100
Market-Adjusted Model,79198,9/8/2022,-0.215355839,-0.139872946,-0.126001181,21,100
Market-Adjusted Model,79210,9/8/2022,-0.010092324,0.081830861,0.079262334,21,100
Market-Adjusted Model,79213,9/8/2022,-0.184822546,-0.099842869,-0.095467888,21,100
Market-Adjusted Model,79222,9/8/2022,-0.112384275,-0.025731955,-0.023029617,21,100
Market-Adjusted Model,79229,9/8/2022,-0.159912381,-0.080751065,-0.070557723,21,100
Market-Adjusted Model,79235,9/8/2022,-0.145093361,-0.061194719,-0.055738702,21,100
Market-Adjusted Model,79236,9/8/2022,-0.101460848,-0.014886696,-0.01210619,21,100
Market-Adjusted Model,79237,9/8/2022,-0.303278711,-0.252281386,-0.213924052,21,100
Market-Adjusted Model,79238,9/8/2022,-0.128597697,-0.041764383,-0.039243039,21,100
Market-Adjusted Model,79248,9/8/2022,-0.08653379,0.006366872,0.002820869,21,100
Market-Adjusted Model,79249,9/8/2022,-0.04585499,0.045879428,0.043499668,21,100
Market-Adjusted Model,79280,9/8/2022,-0.019529456,0.07409848,0.069825202,21,100
Market-Adjusted Model,79299,9/8/2022,-0.126664306,-0.039285245,-0.037309647,21,100
Market-Adjusted Model,79322,9/8/2022,-0.212014141,-0.139292227,-0.122659483,21,100
Market-Adjusted Model,79323,9/8/2022,0.026765881,0.120520172,0.116120539,21,100
Market-Adjusted Model,79338,9/8/2022,-0.207814247,-0.12792435,-0.118459589,21,100
Market-Adjusted Model,79356,9/8/2022,-0.097996289,-0.01163731,-0.00864163,21,100
Market-Adjusted Model,79360,9/8/2022,-0.095416391,-0.008441501,-0.006061733,21,100
Market-Adjusted Model,79362,9/8/2022,0.338491286,0.402340573,0.427845944,21,100
Market-Adjusted Model,79363,9/8/2022,-0.152340791,-0.071093079,-0.062986132,21,100
Market-Adjusted Model,79382,9/8/2022,-0.042348773,0.050775906,0.047005886,21,100
Market-Adjusted Model,79442,9/8/2022,0.010583798,0.108062578,0.099938456,21,100
Market-Adjusted Model,79444,9/8/2022,-0.142089842,-0.040605722,-0.052735184,21,100
Market-Adjusted Model,79447,9/8/2022,-0.058055169,0.031921444,0.03129949,21,100
Market-Adjusted Model,79448,9/8/2022,-0.120153725,-0.034599213,-0.030799067,21,100
Market-Adjusted Model,79452,9/8/2022,-0.097544821,-0.009185484,-0.008190163,21,100
Market-Adjusted Model,79461,9/8/2022,-0.082947372,0.005731203,0.006407287,21,100
Market-Adjusted Model,79464,9/8/2022,-0.05601009,-0.006717571,-0.006199714,8,100
Market-Adjusted Model,79474,9/8/2022,-0.175835254,-0.079036208,-0.086480595,21,100
Market-Adjusted Model,79490,9/8/2022,-0.160228883,-0.073824072,-0.070874225,21,100
Market-Adjusted Model,79491,9/8/2022,-0.032245247,0.06324523,0.057109412,21,100
Market-Adjusted Model,79499,9/8/2022,-0.260759487,-0.198552433,-0.171404828,21,100
Market-Adjusted Model,79507,9/8/2022,-0.127088256,-0.039693834,-0.037733597,21,100
Market-Adjusted Model,79545,9/8/2022,-0.061213866,0.032742195,0.028140793,21,100
Market-Adjusted Model,79547,9/8/2022,-0.086154326,0.003611507,0.003200332,21,100
Market-Adjusted Model,79558,9/8/2022,-0.167982908,-0.089566259,-0.078628249,21,100
Market-Adjusted Model,79561,9/8/2022,-0.098640338,-0.010750811,-0.00928568,21,100
Market-Adjusted Model,79571,9/8/2022,-0.06175712,0.030020353,0.027597538,21,100
Market-Adjusted Model,79573,9/8/2022,0.03038678,0.127467428,0.119741438,21,100
Market-Adjusted Model,79586,9/8/2022,-1.14E-09,0.105874688,0.089354657,21,100
Market-Adjusted Model,79611,9/8/2022,-0.138371384,-0.051377771,-0.049016725,21,100
Market-Adjusted Model,79618,9/8/2022,-0.114503806,-0.017702064,-0.025149148,21,100
Market-Adjusted Model,79637,9/8/2022,-0.094881026,-0.003219597,-0.005526367,21,100
Market-Adjusted Model,79644,9/8/2022,-0.037037005,0.055630868,0.052317654,21,100
Market-Adjusted Model,79646,9/8/2022,-0.080247918,0.01003261,0.009106741,21,100
Market-Adjusted Model,79663,9/8/2022,-0.008575524,0.093616041,0.080779135,21,100
